problem_latex,context_text,problem_opt,input_text,label,problem_raw,student_answer,facet_mech,answer_latex,prob_ans_latex,answer_opt,prob_ans_opt
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is -2/17.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, -\frac{2}{17} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is -2/17. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",po-a,5/17 ÷ 2 8/16,-2/17,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,-\frac{2}{17},"\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, -\frac{2}{17}",FRAC -2 17,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ FRAC -2 17
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is 8 1/2.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 8\,\frac{1}{2} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is 8 1/2. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",po-b,5/17 ÷ 2 8/16,8 1/2,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,"8\,\frac{1}{2}","\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 8\,\frac{1}{2}",MIX 8 FRAC 1 2,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ MIX 8 FRAC 1 2
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is 6 2/33.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 6\,\frac{2}{33} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is 6 2/33. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",po-c,5/17 ÷ 2 8/16,6 2/33,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] changing denominators inconsistently; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,"6\,\frac{2}{33}","\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 6\,\frac{2}{33}",MIX 6 FRAC 2 33,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ MIX 6 FRAC 2 33
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is 45/1.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, \frac{45}{1} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is 45/1. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",po-d,5/17 ÷ 2 8/16,45/1,[OFAM] Property of Operation [OSTR] two_fractions [PREC] direct_multiplication [TPIT] not applicable  [MECH] Other property-of-operation combination.,\frac{45}{1},"\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, \frac{45}{1}",FRAC 45 1,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ FRAC 45 1
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is 5/33.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, \frac{5}{33} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is 5/33. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",pf-a,5/17 ÷ 2 8/16,5/33,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,\frac{5}{33},"\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, \frac{5}{33}",FRAC 5 33,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ FRAC 5 33
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is 2 13/16.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 2\,\frac{13}{16} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is 2 13/16. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",pf-b,5/17 ÷ 2 8/16,2 13/16,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,"2\,\frac{13}{16}","\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 2\,\frac{13}{16}",MIX 2 FRAC 13 16,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ MIX 2 FRAC 13 16
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is 11 13/17.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 11\,\frac{13}{17} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is 11 13/17. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",pf-c,5/17 ÷ 2 8/16,11 13/17,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,"11\,\frac{13}{17}","\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 11\,\frac{13}{17}",MIX 11 FRAC 13 17,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ MIX 11 FRAC 13 17
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is 2 13/16.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 2\,\frac{13}{16} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is 2 13/16. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",pf-d,5/17 ÷ 2 8/16,2 13/16,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,"2\,\frac{13}{16}","\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, 2\,\frac{13}{16}",MIX 2 FRAC 13 16,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ MIX 2 FRAC 13 16
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is -35/272.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, -\frac{35}{272} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is -35/272. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",pf-e,5/17 ÷ 2 8/16,-35/272,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] direct_multiplication [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,-\frac{35}{272},"\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, -\frac{35}{272}",FRAC -35 272,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ FRAC -35 272
"\frac{5}{17} \, \div \, 2\,\frac{8}{16}",The problem is 5/17 ÷ 2 8/16. The student response is 3/17.,DIV FRAC 5 17 MIX 2 FRAC 8 16,"[CLS] \frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, \frac{3}{17} [SEP] The problem is 5/17 ÷ 2 8/16. The student response is 3/17. [SEP] DIV FRAC 5 17 MIX 2 FRAC 8 16 [SEP]",a,5/17 ÷ 2 8/16,3/17,[OFAM] Arithmetic [OSTR] two_fractions [PREC] direct_multiplication [TPIT] integer calculation slip  [MECH] Local integer slip.,\frac{3}{17},"\frac{5}{17} \, \div \, 2\,\frac{8}{16} \,=\, \frac{3}{17}",FRAC 3 17,DIV FRAC 5 17 MIX 2 FRAC 8 16 EQ FRAC 3 17
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is 1 1/14.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, 1\,\frac{1}{14} [SEP] The problem is 21/20 - 9/8. The student response is 1 1/14. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",conv-a,21/20 - 9/8,1 1/14,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,"1\,\frac{1}{14}","\frac{21}{20} \, - \, \frac{9}{8} \,=\, 1\,\frac{1}{14}",MIX 1 FRAC 1 14,SUB FRAC 21 20 FRAC 9 8 EQ MIX 1 FRAC 1 14
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is 1 29/160.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, 1\,\frac{29}{160} [SEP] The problem is 21/20 - 9/8. The student response is 1 29/160. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",conv-b,21/20 - 9/8,1 29/160,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] mixing numerator and denominator operations; changing denominators inconsistently  [MECH] Conversion uses a reciprocal/cross-inversion while preparing.,"1\,\frac{29}{160}","\frac{21}{20} \, - \, \frac{9}{8} \,=\, 1\,\frac{29}{160}",MIX 1 FRAC 29 160,SUB FRAC 21 20 FRAC 9 8 EQ MIX 1 FRAC 29 160
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is 1 1/2.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, 1\,\frac{1}{2} [SEP] The problem is 21/20 - 9/8. The student response is 1 1/2. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",conv-c,21/20 - 9/8,1 1/2,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,"1\,\frac{1}{2}","\frac{21}{20} \, - \, \frac{9}{8} \,=\, 1\,\frac{1}{2}",MIX 1 FRAC 1 2,SUB FRAC 21 20 FRAC 9 8 EQ MIX 1 FRAC 1 2
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is 3/7.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, \frac{3}{7} [SEP] The problem is 21/20 - 9/8. The student response is 3/7. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",conv-d,21/20 - 9/8,3/7,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,\frac{3}{7},"\frac{21}{20} \, - \, \frac{9}{8} \,=\, \frac{3}{7}",FRAC 3 7,SUB FRAC 21 20 FRAC 9 8 EQ FRAC 3 7
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is 3/40.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, \frac{3}{40} [SEP] The problem is 21/20 - 9/8. The student response is 3/40. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",po-a,21/20 - 9/8,3/40,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,\frac{3}{40},"\frac{21}{20} \, - \, \frac{9}{8} \,=\, \frac{3}{40}",FRAC 3 40,SUB FRAC 21 20 FRAC 9 8 EQ FRAC 3 40
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is -13 1/3.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, -13\,\frac{1}{3} [SEP] The problem is 21/20 - 9/8. The student response is -13 1/3. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",po-b,21/20 - 9/8,-13 1/3,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,"-13\,\frac{1}{3}","\frac{21}{20} \, - \, \frac{9}{8} \,=\, -13\,\frac{1}{3}",-MIX 13 FRAC 1 3,SUB FRAC 21 20 FRAC 9 8 EQ -MIX 13 FRAC 1 3
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is 6 3/4.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, 6\,\frac{3}{4} [SEP] The problem is 21/20 - 9/8. The student response is 6 3/4. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",po-c,21/20 - 9/8,6 3/4,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] combining numerators without first aligning denominators; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,"6\,\frac{3}{4}","\frac{21}{20} \, - \, \frac{9}{8} \,=\, 6\,\frac{3}{4}",MIX 6 FRAC 3 4,SUB FRAC 21 20 FRAC 9 8 EQ MIX 6 FRAC 3 4
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is 2 1/2.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, 2\,\frac{1}{2} [SEP] The problem is 21/20 - 9/8. The student response is 2 1/2. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",po-d,21/20 - 9/8,2 1/2,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] not applicable  [MECH] Other property-of-operation combination.,"2\,\frac{1}{2}","\frac{21}{20} \, - \, \frac{9}{8} \,=\, 2\,\frac{1}{2}",MIX 2 FRAC 1 2,SUB FRAC 21 20 FRAC 9 8 EQ MIX 2 FRAC 1 2
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is 3/4.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, \frac{3}{4} [SEP] The problem is 21/20 - 9/8. The student response is 3/4. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",pf-a,21/20 - 9/8,3/4,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,\frac{3}{4},"\frac{21}{20} \, - \, \frac{9}{8} \,=\, \frac{3}{4}",FRAC 3 4,SUB FRAC 21 20 FRAC 9 8 EQ FRAC 3 4
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is 3 3/4.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, 3\,\frac{3}{4} [SEP] The problem is 21/20 - 9/8. The student response is 3 3/4. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",pf-b,21/20 - 9/8,3 3/4,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,"3\,\frac{3}{4}","\frac{21}{20} \, - \, \frac{9}{8} \,=\, 3\,\frac{3}{4}",MIX 3 FRAC 3 4,SUB FRAC 21 20 FRAC 9 8 EQ MIX 3 FRAC 3 4
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is 9 9/20.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, 9\,\frac{9}{20} [SEP] The problem is 21/20 - 9/8. The student response is 9 9/20. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",pf-c,21/20 - 9/8,9 9/20,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating numerators in isolation; mixing numerator and denominator operations  [MECH] Operates only on numerators detached from denominators.,"9\,\frac{9}{20}","\frac{21}{20} \, - \, \frac{9}{8} \,=\, 9\,\frac{9}{20}",MIX 9 FRAC 9 20,SUB FRAC 21 20 FRAC 9 8 EQ MIX 9 FRAC 9 20
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is 3 3/4.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, 3\,\frac{3}{4} [SEP] The problem is 21/20 - 9/8. The student response is 3 3/4. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",pf-d,21/20 - 9/8,3 3/4,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating numerators in isolation  [MECH] Other numerator-only handling.,"3\,\frac{3}{4}","\frac{21}{20} \, - \, \frac{9}{8} \,=\, 3\,\frac{3}{4}",MIX 3 FRAC 3 4,SUB FRAC 21 20 FRAC 9 8 EQ MIX 3 FRAC 3 4
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is 3/40.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, \frac{3}{40} [SEP] The problem is 21/20 - 9/8. The student response is 3/40. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",pf-e,21/20 - 9/8,3/40,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] combining numerators without first aligning denominators  [MECH] Uses denominator product in add/sub context.,\frac{3}{40},"\frac{21}{20} \, - \, \frac{9}{8} \,=\, \frac{3}{40}",FRAC 3 40,SUB FRAC 21 20 FRAC 9 8 EQ FRAC 3 40
"\frac{21}{20} \, - \, \frac{9}{8}",The problem is 21/20 - 9/8. The student response is -1/20.,SUB FRAC 21 20 FRAC 9 8,"[CLS] \frac{21}{20} \, - \, \frac{9}{8} \,=\, -\frac{1}{20} [SEP] The problem is 21/20 - 9/8. The student response is -1/20. [SEP] SUB FRAC 21 20 FRAC 9 8 [SEP]",a,21/20 - 9/8,-1/20,[OFAM] Arithmetic [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] integer calculation slip  [MECH] Local integer slip.,-\frac{1}{20},"\frac{21}{20} \, - \, \frac{9}{8} \,=\, -\frac{1}{20}",FRAC -1 20,SUB FRAC 21 20 FRAC 9 8 EQ FRAC -1 20
"\frac{9}{17} \, - \, \frac{34}{19}",The problem is 9/17 - 34/19. The student response is 1 7/36.,SUB FRAC 9 17 FRAC 34 19,"[CLS] \frac{9}{17} \, - \, \frac{34}{19} \,=\, 1\,\frac{7}{36} [SEP] The problem is 9/17 - 34/19. The student response is 1 7/36. [SEP] SUB FRAC 9 17 FRAC 34 19 [SEP]",conv-a,9/17 - 34/19,1 7/36,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; mixing numerator and denominator operations  [MECH] Conversion bundles whole and part before operating.,"1\,\frac{7}{36}","\frac{9}{17} \, - \, \frac{34}{19} \,=\, 1\,\frac{7}{36}",MIX 1 FRAC 7 36,SUB FRAC 9 17 FRAC 34 19 EQ MIX 1 FRAC 7 36
"\frac{9}{17} \, - \, \frac{34}{19}",The problem is 9/17 - 34/19. The student response is 2/1.,SUB FRAC 9 17 FRAC 34 19,"[CLS] \frac{9}{17} \, - \, \frac{34}{19} \,=\, \frac{2}{1} [SEP] The problem is 9/17 - 34/19. The student response is 2/1. [SEP] SUB FRAC 9 17 FRAC 34 19 [SEP]",conv-b,9/17 - 34/19,2/1,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] mixing numerator and denominator operations; changing denominators inconsistently  [MECH] Conversion uses a reciprocal/cross-inversion while preparing.,\frac{2}{1},"\frac{9}{17} \, - \, \frac{34}{19} \,=\, \frac{2}{1}",FRAC 2 1,SUB FRAC 9 17 FRAC 34 19 EQ FRAC 2 1
"\frac{9}{17} \, - \, \frac{34}{19}",The problem is 9/17 - 34/19. The student response is 2 9/17.,SUB FRAC 9 17 FRAC 34 19,"[CLS] \frac{9}{17} \, - \, \frac{34}{19} \,=\, 2\,\frac{9}{17} [SEP] The problem is 9/17 - 34/19. The student response is 2 9/17. [SEP] SUB FRAC 9 17 FRAC 34 19 [SEP]",conv-c,9/17 - 34/19,2 9/17,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for; combining numerators without first aligning denominators  [MECH] Conversion linearizes mixed forms into whole×den+num.,"2\,\frac{9}{17}","\frac{9}{17} \, - \, \frac{34}{19} \,=\, 2\,\frac{9}{17}",MIX 2 FRAC 9 17,SUB FRAC 9 17 FRAC 34 19 EQ MIX 2 FRAC 9 17
"\frac{9}{17} \, - \, \frac{34}{19}",The problem is 9/17 - 34/19. The student response is -25/36.,SUB FRAC 9 17 FRAC 34 19,"[CLS] \frac{9}{17} \, - \, \frac{34}{19} \,=\, -\frac{25}{36} [SEP] The problem is 9/17 - 34/19. The student response is -25/36. [SEP] SUB FRAC 9 17 FRAC 34 19 [SEP]",conv-d,9/17 - 34/19,-25/36,[OFAM] Conversion [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] changing representations not called for  [MECH] Other conversion rewrite not required by the operation.,-\frac{25}{36},"\frac{9}{17} \, - \, \frac{34}{19} \,=\, -\frac{25}{36}",FRAC -25 36,SUB FRAC 9 17 FRAC 34 19 EQ FRAC -25 36
"\frac{9}{17} \, - \, \frac{34}{19}",The problem is 9/17 - 34/19. The student response is 1 84/323.,SUB FRAC 9 17 FRAC 34 19,"[CLS] \frac{9}{17} \, - \, \frac{34}{19} \,=\, 1\,\frac{84}{323} [SEP] The problem is 9/17 - 34/19. The student response is 1 84/323. [SEP] SUB FRAC 9 17 FRAC 34 19 [SEP]",po-a,9/17 - 34/19,1 84/323,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] additive inverse used as a rewrite; changing representations not called for  [MECH] Adds a symmetric/additive-inverse transformation.,"1\,\frac{84}{323}","\frac{9}{17} \, - \, \frac{34}{19} \,=\, 1\,\frac{84}{323}",MIX 1 FRAC 84 323,SUB FRAC 9 17 FRAC 34 19 EQ MIX 1 FRAC 84 323
"\frac{9}{17} \, - \, \frac{34}{19}",The problem is 9/17 - 34/19. The student response is -323/407.,SUB FRAC 9 17 FRAC 34 19,"[CLS] \frac{9}{17} \, - \, \frac{34}{19} \,=\, -\frac{323}{407} [SEP] The problem is 9/17 - 34/19. The student response is -323/407. [SEP] SUB FRAC 9 17 FRAC 34 19 [SEP]",po-b,9/17 - 34/19,-323/407,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] reciprocal/inverse used as a rewrite; mixing numerator and denominator operations  [MECH] Applies a multiplicative-inverse transformation.,-\frac{323}{407},"\frac{9}{17} \, - \, \frac{34}{19} \,=\, -\frac{323}{407}",FRAC -323 407,SUB FRAC 9 17 FRAC 34 19 EQ FRAC -323 407
"\frac{9}{17} \, - \, \frac{34}{19}",The problem is 9/17 - 34/19. The student response is 8 1/2.,SUB FRAC 9 17 FRAC 34 19,"[CLS] \frac{9}{17} \, - \, \frac{34}{19} \,=\, 8\,\frac{1}{2} [SEP] The problem is 9/17 - 34/19. The student response is 8 1/2. [SEP] SUB FRAC 9 17 FRAC 34 19 [SEP]",po-c,9/17 - 34/19,8 1/2,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] combining numerators without first aligning denominators; distributive rewrite across fractions  [MECH] Invokes distribution over fractional parts.,"8\,\frac{1}{2}","\frac{9}{17} \, - \, \frac{34}{19} \,=\, 8\,\frac{1}{2}",MIX 8 FRAC 1 2,SUB FRAC 9 17 FRAC 34 19 EQ MIX 8 FRAC 1 2
"\frac{9}{17} \, - \, \frac{34}{19}",The problem is 9/17 - 34/19. The student response is -21 1/2.,SUB FRAC 9 17 FRAC 34 19,"[CLS] \frac{9}{17} \, - \, \frac{34}{19} \,=\, -21\,\frac{1}{2} [SEP] The problem is 9/17 - 34/19. The student response is -21 1/2. [SEP] SUB FRAC 9 17 FRAC 34 19 [SEP]",po-d,9/17 - 34/19,-21 1/2,[OFAM] Property of Operation [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] not applicable  [MECH] Other property-of-operation combination.,"-21\,\frac{1}{2}","\frac{9}{17} \, - \, \frac{34}{19} \,=\, -21\,\frac{1}{2}",-MIX 21 FRAC 1 2,SUB FRAC 9 17 FRAC 34 19 EQ -MIX 21 FRAC 1 2
"\frac{9}{17} \, - \, \frac{34}{19}",The problem is 9/17 - 34/19. The student response is 1/4.,SUB FRAC 9 17 FRAC 34 19,"[CLS] \frac{9}{17} \, - \, \frac{34}{19} \,=\, \frac{1}{4} [SEP] The problem is 9/17 - 34/19. The student response is 1/4. [SEP] SUB FRAC 9 17 FRAC 34 19 [SEP]",pf-a,9/17 - 34/19,1/4,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] operating across denominators; changing denominators inconsistently  [MECH] Operates directly on denominators when combining.,\frac{1}{4},"\frac{9}{17} \, - \, \frac{34}{19} \,=\, \frac{1}{4}",FRAC 1 4,SUB FRAC 9 17 FRAC 34 19 EQ FRAC 1 4
"\frac{9}{17} \, - \, \frac{34}{19}",The problem is 9/17 - 34/19. The student response is 2 5/19.,SUB FRAC 9 17 FRAC 34 19,"[CLS] \frac{9}{17} \, - \, \frac{34}{19} \,=\, 2\,\frac{5}{19} [SEP] The problem is 9/17 - 34/19. The student response is 2 5/19. [SEP] SUB FRAC 9 17 FRAC 34 19 [SEP]",pf-b,9/17 - 34/19,2 5/19,[OFAM] Property of Fractions [OSTR] two_fractions [PREC] common_denominator_required_for_add_sub [TPIT] choosing denominator by one term/size; changing denominators inconsistently  [MECH] Chooses one denominator as if common.,"2\,\frac{5}{19}","\frac{9}{17} \, - \, \frac{34}{19} \,=\, 2\,\frac{5}{19}",MIX 2 FRAC 5 19,SUB FRAC 9 17 FRAC 34 19 EQ MIX 2 FRAC 5 19
